Rating,Review,Product Name,Product Category,Emotion,Data Source,Sentiment,word_count
5.0,khub valo 7- 10 din somay nia order ar 2din a delivery palam khub valo laglo......,Sunsilk Shampoo Stunning Black Shine 196ml,Hair Care,Happy,Daraz,Positive,16
5.0,"good Quality with good price 😁 👍👍👍 thnk u. this shop recommended. 
thnks too for daraz",Cotton Short Sleeves Ladies' Long T-Shirt - T Shirt For Women,Western Wear,Happy,Daraz,Positive,14
5.0,"Power control option thik nai, amar 18w charger ai circuit pure amar earbud ar charging system nosto hoye gese",USB Type-C (Female) to Lightning (Male) Adapter,Trendy Mobile Accessories,Sadness,Daraz,Negative,19
5.0,"The watch is so pretty, very fast shipping! The watch is so classy and stylish. Very good quality.","Ultra Smart Watch U8 Ultra 1.44"" Bluetooth Call Smartwatch for Men Women Sleeping Heart Rate Monitoring Custom Dial Sport Modes Waterproof",Wearable,Love,Daraz,Positive,18
5.0,My delivery date was 7th july but i got it on 8th july. received the product in good condition. it's  working nice.,Sharp-Freezer SJC-118-WH-110 Litres-White,Deep Freezers,Happy,Daraz,Positive,23
5.0,"Time Thik Thaksay Na slow hoya  Jachay,Really  Disappointing",CURREN 9072 Watches for Women Fashion Quartz Watch Thin Clock Female montre femme,Watches,Anger,Daraz,Negative,9
5.0,23 তারিখ অর্ডার করেছি 26 তারিখ হাতে পেয়েছি। প্যাকেজিং ভাল ছিল। ধন্যবাদ দারাজকে।,HP DeskJet 2320 All-in-One Printer,Printers,Happy,Daraz,Positive,13
5.0,Genuine product!! good stuff,Pond's Men Facewash Lightning Oil Clear Icy Scrub 100g,Skin Care,Happy,Daraz,Positive,4
5.0,চমৎকার প্রোডাক্ট। এই দামে এর চেয়ে ভালো প্রোডাক্ট আর হয় না ।,BBQ Grill Tin Made Maker with 5 stick - Silver,Cookware,Happy,Daraz,Positive,11
5.0,fast shipping good quality. thank you,"C68 Ultra Smart Watch 1.44"" Screen Custom Dial Waterproof Sleep Montoring Long Standby Smartwatch for Men Women",Wearable,Happy,Daraz,Positive,6
5.0,"ভালোই আছে,, এটার চার্জ কতখন দিতে হয়?আর  এতটানা কতখন চালানো যায়?","Kemei KM-5017 Rechargeable Professional Hair Trimmer For Men, Women and Children (Multicolour)",Men's Care,Fear,Daraz,Negative,12
2.0,পাতলা। আধা কেজির মতো হবে ওজন। দামানুযায়ী প্রোডাক্ট মান সম্মত নয়।,"10"" Aluminium Saucepan With Lid",Cookware,Sadness,Daraz,Negative,11
3.0,প্রডাক্টি ভালোই তবে প্রডাক্ট অনুযায়ী দামটা একটু বেশি হয়ে গেছে আর ছবিতে যেমন লং দেখানো হচ্ছে বাস্তবে লং কম।,Cotton Short Sleeves Ladies' Long T-Shirt - T Shirt For Women,Western Wear,Sadness,Daraz,Negative,19
5.0,tnks selller .... ai  price valo product dear jonno...ar agae o niachi...use korar por valo hoar karona e  abar order korlam....,Minister Bright Wash Synthetic Detergent Powder Lemon & Mint (Free 1 KG),Laundry & Household,Happy,Daraz,Positive,22
5.0,"খুবই ভালো,,গরমে আরামদায়ক",SMUG. Premium T-shirt Fabric soft and comfortable,Clothing,Happy,Daraz,Positive,4
5.0,very effective and super fast delivery.  I've got at 155 tk using voucher.,32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tool,"Tools, DIY & Outdoor",Happy,Daraz,Positive,14
3.0,দাম অনুযায়ী কাপড়ের মান ভালো না। তারপর আমি অর্ডার করছি দুইটা একসাথে দিছে আলাদা ডেলিভারি।,SMUG. Premium T-shirt Fabric soft and comfortable,Clothing,Sadness,Daraz,Negative,15
5.0,আলহামদুলিল্লাহ। পণ্যের মান অনেক ভালো। সময়ের মধ্যেই  হাতে পেয়েছি। দারাজ ও সেলার কে অসংখ্য ধন্যবাদ।,Advanced inspiring - Premium Quality - TOLSEN Snap-off Cutter (18 x 100mm) Model: 30001 - Sustainable Option - To Exprerience Greatness,Stationery & Craft,Happy,Daraz,Positive,15
4.0,প্যাকেটের অবস্থা ছিল খুবই খারাপ (থার্ড ক্লাস) প্রোডাক্টের গুণগত মান আলহামদুলিল্লাহ ভালো।,Lotto Durable Casual Shoe for Men - lotto shoes for men,Shoes & Clothing,Sadness,Daraz,Negative,12
5.0,card paper quality low,"UNO: Classic Giant UNO, Multicolor",Traditional Games,Happy,Daraz,Positive,4
5.0,আজ আমি হাতে পেলাম আমার টাকাটা বিফলে গেল,GV Bike & Car Document Holder Bag - Premium PU Leather Pouch Wallet for Essential Papers,Motorcycle Parts & Spares,Sadness,Daraz,Negative,8
5.0,"We have 2 one in bedroom no more waking up with dry nose, have one in the office love this product",Maytto Air Humidifier Diffuser Mini Portable Mist Sprayer USB Electric Air Humidifier 260ML Cool Water Mist Maker Desktop Humidifier with Colorful Night Light for Home Office Car,Cooling & Heating,Love,Daraz,Positive,21
1.0,"Quality thik ase kintu products used! 
Jersey te boro kore dag ase!",Bangladesh World Cup Jersey - Polo Cricket Jersey - Bangladesh Cricket new Jersey,Team Sports,Sadness,Daraz,Negative,12
5.0,"Good and cooperative seller. 
Authentic product. Recommended.",SHARP 220 Liters Deep Freezer-SJC-228-GY,Deep Freezers,Happy,Daraz,Positive,7
5.0,কথার সাথে কাজের সাথে মিল আছে।সবাই নিতে পারেন কোনো সমস্যা নেই,Baby Nose Cleaner Nasal Mucus Sucker Aspirator 60 ML - 01 Pcs,Baby Care & Gifts,Happy,Daraz,Positive,12
5.0,এমন প্রোডাক্ট দিলে ফিটিংস করবো কি ভাবে? ধন্যবাদ প্রোডাক্ট আর পার্টস টা পরিবর্তন করে দেয়ার জন্য।,5-Stage On-line Water Purifier.,Water Purifiers,Happy,Daraz,Positive,16
5.0,product was original. good product. recommended,Pond's Facial Scrub Nourishing 100g,Skin Care,Love,Daraz,Positive,6
5.0,প্রোডাক্ট যেরকম চেয়েছি সেই রকম পেয়েছি।  আর অর্ডার দেওয়ার একদিন পরে পেয়ে গেছি। প্রডাক্টটি খুবই ভালো আপনারা নিতে পারেন। ধন্যবাদ সেলার ভাইকে।,Innovative Appliance - 3 -in 1 USB micro cable - Must Have - Easy to Use - Efficient Make For Your Upscale Lifestyle,Trendy Mobile Accessories,Love,Daraz,Positive,22
5.0,delivery got delayed but loved the product.. Thank Youuu Simmi for this lovely bday gift 🎁 the packing was beautiful 😍,Curren 9052 মহিলাদের জন্য বিলাসবহুল ব্র্যান্ড ফ্যাশন স্টেইনলেস স্টিলের কব্জি ঘড়ি-কালো,Watches,Happy,Daraz,Positive,19
4.0,"Average.  
overall OK. but thread and ring color is a little bit normal.",Eight Pieces Dumbbell Set With Two 10 inch Sticks 1 pcs 3 feet burble - 10Kg - Blue and Silver Combo,Exercise & Fitness,Happy,Daraz,Positive,13
5.0,not at all! product was genuine ❤️ thnx,Pond's Facial Scrub Nourishing 100g,Skin Care,Love,Daraz,Positive,7
5.0,onk valo authentic Ekti product...r date o onk long time ache ekhno..satisfied❤️❤️❤️seller k onk onk dhonnobad sathe daraz team keu❤️,Parachute Just for Baby - Baby Shampoo 200ml (Baby Soap 75g Free),Baby Personal Care,Happy,Daraz,Positive,23
5.0,Osthir 1ta product and sound and brightness onak bhalo . TNQ Daraz.,"Usb Mini Led Disco Magic Ball Lights, Sound Sensor Led Small Magic Ball Light",Media & Music,Happy,Daraz,Positive,11
5.0,The product was fine. Activated for a year. Reliable seller and recommend.,"ESET Internet Security 2023 - 1 User, 1 Year (CD) Multi-Device",Software,Happy,Daraz,Positive,12
5.0,watch ta ma sha Allah onk shundor...amar toh khub valo lgche kintu onk din lgche delivery dite but it’s ok..sobay kinte paren ❤️❤️,LouisWill Women Watches Fashion Watches Casuals Quartz Watches Round Dial Watches 30M Waterproof Watches Alloy Thin Strap Business Wristwatch with Watch Adjuster for Women,Watches,Happy,Daraz,Positive,25
3.0,print totota valo lage nai,Custom Name And Photo Printed Premium Wooden Key Ring,Car Interior Accessories,Sadness,Daraz,Negative,5
5.0,wow!nice product...same as picture...highly recommended..thanks seller & daraz...,LouisWill Women Watches Fashion Watches Casuals Quartz Watches Round Dial Watches 30M Waterproof Watches Alloy Thin Strap Business Wristwatch with Watch Adjuster for Women,Watches,Happy,Daraz,Positive,11
1.0,ফালতু একটা ডিভাইস রাউটার রানিং থাকে না। নতুন কেউ কিনতে চাইলে আগে থেকেই সতর্ক করছি আমার রাডার ১২ ভোল্ট  ।,YX850 Power failure automatic switching standby Li-ion lithium module 5V-48V universal emergency converter JY-850,Computer Components,Anger,Daraz,Negative,19
1.0,i don't get same colour,LADIES BAG FOR GIRLS ( UNIVERSITY OR COLLEGE) USE( SIZE : LONG 11 / SIDE LENGTH 13 INC),Bags,Anger,Daraz,Negative,6
5.0,Got authentic product.Thank u Daraz. In sha allah i'll purchase Again.,Cowhead Baby Rolled Oats 500 gm,Breakfast,Happy,Daraz,Positive,13
3.0,"১ কেজি দেওয়ার কথা ছিল কিন্তু দিলো আধা কেজি। 
এমন টা হওয়ার মানে বুঝলাম না।
প্যাকেজিং কোয়ালিটি ভাল",Red Tomato 500 gm ± 25 gm,"Fruits, Meat & Frozen",Sadness,Daraz,Negative,18
5.0,"সঠিক সময়ে সঠিক পণ্য টায় হাতে পাইছি.
এখন ব্যবহার করে দেখার পালা কতটুকু কাজ করে....
ধন্যবাদ 
দারাজ টিম ও সেলার",Beard Growth Solution Oil for Men - 30Ml,Men's Care,Happy,Daraz,Positive,20
2.0,2ta প্যাকেট অর্ডার করছি একটা তে date ei উঠে গেছে. .কেমন seller,Choclairs Toffee Chocolate - 56 Piece India,Chocolates & Candy,Sadness,Daraz,Negative,12
5.0,খুব সুন্দর একটা প্রোডাক্ট ছবির সাথে মিল পাইছি সবাই নিতে পারেন,32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tool,"Tools, DIY & Outdoor",Love,Daraz,Positive,11
5.0,আলহামদুলিল্লাহ খুব ভালো প্রোডাক্ট চার্জ ব্যাক অনেক ভালো । বাতাস খুব একটা বেশি না মোটামুটি আছে।,JY SUPER Lithium rechargeable mini table fan -JY-2218 - মিনি ফ্যান,Fans,Love,Daraz,Positive,15
5.0,খুব ছোট পাখা। ৩০০ টাকা হলে ঠিক হতো।,Mini USB Rechargeable Powerful Fan Foldable wing with Torch and Flashlight,Fans,Sadness,Daraz,Negative,8
5.0,"Looks pretty ❤️
But doesn’t fit on slim hand...🙃",LouisWill Casual Stainless Steel Watch for Women,Watches,Love,Daraz,Positive,9
4.8,It look like perfect.,Philips HL7757 750W 3 Jar Mixer Grinder,Blender & Grinder,Happy,Pickaboo,Positive,4
5.0,fraud. received only outer carton. no pendrive was there. be aware of it,USB 3.1 64 GB Flash Pendrive - Silver,Storage,Anger,Daraz,Negative,13
1.0,"প্রোডাক্ট হা‌তে পেলাম না অথচ Delivered দেখা‌চ্ছে ,. কি সেলুকাস ???",CURREN 9015-Rosegold & Blue Women Watch Luxury Stainless Steel Ladies Watch,Watches,Fear,Daraz,Negative,11
4.0,glass e olpo scratch chilo but besi ekta bujha jai na,Curren 9015 মহিলাদের ঘড়ি বিলাসবহুল স্টেইনলেস স্টিলের মহিলাদের ঘড়ি-রোজ গোল্ড এবং নীল রঙের,Watches,Happy,Daraz,Positive,11
2.0,mota moti cole....tobe suye thaka jay na.pore jaben suite gele.baccader suale nojor rakte hobe  naile pore matha vangbe.😥,হাতে তৈরি dulna প্রাপ্তবয়স্ক দড়ি বিছানা ঝুলন্ত dulna সব মানুষের জন্য বড় সুইং দড়ি বিছানা রতন dulna ব্যবহার - dolna,"Tools, DIY & Outdoor",Fear,Daraz,Negative,21
5.0,"working very well,, recommended",hp deskjet ink advantage 2336 all-in-one printer,Printers,Happy,Daraz,Positive,4
5.0,খুব সুন্দর প্রোডাক্ট। ধন্যবাদ আপনাকে।,Joy Super JY-2218 Professional Rechargeable Portable Mini Table Fan Strong Wind Left to Right Oscillating Angle 45 Degrees - AC/DC,Fans,Love,Daraz,Positive,5
1.0,ছবিতে যেটা দেখাইছে ওটাই দিছে কিন্তু কাপড় টা ভালে নাহ। কাপড় টা অনেক খারাপ। যেটা চেয়ে ছিলাম ওইটা পাই নাই..।,Bangladesh World Cup Jersey - Polo Cricket Jersey - Bangladesh Cricket new Jersey,Team Sports,Sadness,Daraz,Negative,20
1.0,"very bad experience, It's not original stainless steel, they don't  gives me any box,",SKMEI Fashion Quartz Watches Simple Stainless Steel Elegant Waterproof Watch For Women 1410,Watches,Anger,Daraz,Negative,16
5.0,potato was fresh and reasonable. Apnara nite pare. Thanks seller and daraz.,Diamond potato 1kg ± 25 gm,"Fruits, Meat & Frozen",Happy,Daraz,Positive,12
1.0,"অনুর এডাবটর নষ্ট বাজে একটা জিনিশ
এভাবে মানুষ কে ঠকাবেনা",ONU EPON HG 8010-Brand New,Network Components,Anger,Daraz,Negative,10
5.0,Received in good condition. Item same as picture advertised. Thanks Seller.,LouisWill Ladies Watch Fashion Quartz Watch Diamond Watches Steel Strap Watches 30M Waterproof Watch Thin Strap Watch Roman Numerals Dial Watches Luxury Design Watch Wristwatch With Dual Calender,Watches,Happy,Daraz,Positive,11
5.0,"Very easy to install & handy to use.
An excellent antivirus, I recommend this seller.
Thank you daraz",eScan Antivirus 1 User 1 Year Total Security,Software,Love,Daraz,Positive,17
5.0,"shob kichue onek perfect size quality 10/10 
product peye onek satisfy hoisi",SamiaCrafts Understated -Craftsmanship and Trendy -Fashionable Canvas Bag With Zipper For Girls- Progressively Better Preferble - Low Hassle and Maintanance,Bags,Happy,Daraz,Positive,13
5.0,আসলে অনেক সুন্দর একটা প্রোডাক্ট। আমার খুবই ভালো লাগছে। কোয়ালিটি অনেক সুন্দর। ফিনিশিংটা অনেক ভালো। আপনি অর্ডার করতে পারেন।,Men Zipper Wallet - Wallet For Men - Wallet,Men Bags,Happy,Daraz,Positive,19
5.0,যেমন আশা ছিল তেমনি....!! সব ঠিকঠাক... চামচটাও ফুল সিলিকনের..!! চোখবুজে অর্ডার করতে পারেন...!!,Silicon Baby Food Feeder Soft Squiz Spoon,Feeding,Happy,Daraz,Positive,13
5.0,"verry bad, between 5pcs 1kg Diploma I only found 4pcs diploma, I also complain deraz help line",Diploma Instant Full Cream Milk Powder - 500gm,Dairy & Eggs,Anger,Daraz,Negative,17
1.0,"প্রথম বার দারাজ থেকে ঠকে গেলাম।।
এটা কখোনো আশা করিনি দারাজ থেকে,, একদম ফালতু একটা প্রোডাক্ট,,,, ছবিতে একরকম দিয়েছে অন্যরকম😡",short Leather Wallet Money bag,Bags,Anger,Daraz,Negative,20
1.0,Don't like it.... Brush pin isn’t soft at all...dont recommend....,1pc Cute Large Hair Brush Massage Comb Shower Wet Detangle Hair Brush Salon Hair Styling Tools For Women,Hair Care,Anger,Daraz,Negative,13
5.0,"গাড়িতে ব্যবহার করতেছি, সাউন্ড একটু কম কিন্তু চলে।",1 Pis Horn for Motorcycle 12V,Car Exterior Accessories,Happy,Daraz,Positive,8
5.0,"শাড়ী টা এত সুন্দর কি বলবো এত অল্প টাকায় এত সুন্দর একটা শাড়ী সত্যিই অবিশ্বাস্য
 ধন্যবাদ দারাজকে।",Soft silk katan Saree For Women Without Blouse Pieces,Traditional_Clothing,Happy,Daraz,Positive,17
5.0,সুন্দর হয়েছে।পোডাক্ট কোয়ালিটি ভালোই। বেশ ইউনিক। ভালোই লেগেছে আমার কাছে।নিয়ে পারেন💙,SamiaCrafts Athleisure - Avant Grade - Custom Experience - Fabric Bag for Women's With Zipper - Couture - High-end - Well Inspired & Crafted,Bags,Happy,Daraz,Positive,13
5.0,"First time i bought from Daraz online. I checked all products, all are ok. product is value for Money.  😋",Men's Wallet Money Bag Leather Short Wallet Fashion Vintage Wallet Casual Male Wallet Multi-card Soft Purse Multi-function Purse Two Color,Men Bags,Happy,Daraz,Positive,19
2.0,"It is not Xiaomi product. 
But, seller described it as Xiaomi Solve F5.
 It is one kind of cheating.
Disappointed............. ?",XIAOMI SOLOVE F5 5W USB Mini Mute Desktop Stand Fan,Fans,Sadness,Daraz,Negative,20
5.0,product is looking good and manufactured most recenty.,Pond's Facial Scrub Nourishing 100g,Skin Care,Love,Daraz,Positive,8
5.0,অনেক সুন্দর হইছে আমি ২ টা নিচি।,Cotton Muslim Namaj Hijab Best Qualityfull For Womens-Scarf Orna-Hejaab,Muslim Wear,Love,Daraz,Positive,7
3.0,sob miliye valo..tobe delivery charge soho beshi hoye jay size onuzayi,Carton Style kids bag toddler backpack with leash messenger bag kids kids cartoon backpack cartoon school backpack,Stationery & Craft,Sadness,Daraz,Negative,12
5.0,শাড়িটি অনেক সুন্দর। যেমনটা দেখেছি তেমনই দিয়েছে। আমার কাছে শাড়িটি খুব ভালো লেগেছে। সবাই নিতে পারেন। ডেলিভারি ভাইয়ের ব্যবহার খুব ভালো,Soft silk Saree For Women Without Blouse Pieces,Traditional_Clothing,Happy,Daraz,Positive,21
5.0,"বাংলাদেশের পণ্য, ভালোই। মেয়াদ ও অনেক দিন আছে। যদি ও বা ৪০০ টাকা মূল্য দেখাইছে। কিন্তু MRP ৩৭৫ টাকা",Sena Cumin (Jeera) Powder 500gm,"Herbs, Spices & Sauces",Sadness,Daraz,Negative,19
5.0,"মাত্র ১৬৮ টাকায় নিলাম। এক কথায় অসাধারণ। আর প্রোডাক্টটাও বিদেশি, ইন্দোনেশিয়ার। মেয়াদও পর্যাপ্ত পরিমাণে আছে। আমি সত্যিই অনেক স্যাটিস্ফাইড। ধন্যবাদ ইউনিলিভার বাংলাদেশ ও দারাজকে ❤️।",Pond's Men Facewash Lightning Oil Clear Icy Scrub 100g,Skin Care,Happy,Daraz,Positive,24
5.0,"ভালোই, খারাপ না। চাইলে নিতে পারেন। Packaging মুটামুটি ভালোই  ছিল। Racing Game গুলা খেলতে সেই লাগে😍তবে আমি Gamepad দিয়ে খেলে অভ্যস্ত না😒",FANTECH REVOLVER GP12 Gamepad Wired PC Game Controller Joystick Dual Vibration For Windows PC PS3 Playstation Android,Gaming Console,Love,Daraz,Positive,23
5.0,খুব ভাল ও সুন্দর একটা ওয়ালেট। ধন্যবাদ দারাজ ও সেলারকে,LouisWill Ladies Wallet For Women Short Purse PU Leather Hand Bag Large Capacity Card Holder Zipper Purse Fashion Money Bag for Girls Ladies,Bags,Love,Daraz,Positive,10
5.0,"good quality,same as look like show on seller.i am impressed with the product",Lotto Durable Casual Shoe for Men - lotto shoes for men,Shoes & Clothing,Happy,Daraz,Positive,15
5.0,বাটপারি করার একটা সীমা থাকা দরকার। বারবার বলেছি ভালো মানের ফ্রেশ products দেওয়ার জন্য এই ছেঁড়া cable দিয়েছে।,Multiplug Extension 5 Socket With 5\2 meter Cable multi pluge 15 fit and 7 fit black multi plug,"Tools, DIY & Outdoor",Anger,Daraz,Negative,18
5.0,এর আগেও একটা ছিলো। ভালো একটা হেডফোন সাথে মাউথপিস ও আছে,Wiresto Wired Headset With Microphone Wired Earbuds In Ear Earphones Hi-fi Sound Earphone with Microphone No Ear Pain Earphone Noise Canceling Headset For Live Broadcast Of Karaoke Online Video Live,Audio,Happy,Daraz,Positive,11
5.0,Valo kintu 30 minit kag korle gorom hoy speed valo,CASIFY EN01 2.5 inch Hard Drive Enclosure USB 3.0 to SATA III for 2.5 Inch SSD HDD 9.5mm 7mm External Hard Drive Case Support Max 6TB with UASP,Storage,Sadness,Daraz,Negative,10
1.0,কাপড়ের কোয়ালিটি খুব বাজে। ছবিতে দেখতে যেমন তার দারে কাছে অহ মিল নাই। খুন বাজে কাপর!!,Premium Quality - Luxury VIP Lilen Co-Ords two piece shalwar kameez dress for girls - Modern - Choice Expression - Designed - Urban Vibes,Traditional_Clothing,Anger,Daraz,Negative,16
1.0,"শ্যাম্পু একটাতে কম, সার্ভিস এমন হলে আগের রিভিউ দেখে সন্দেহ হয় আসলেই আসল রিভিউ কি না!! গিফট তো দূরের কথা, শ্যাম্পু ই কম দিয়েছে 😡",Parachute Naturale Shampoo Damage Repair 170ml,Hair Care,Anger,Daraz,Negative,24
5.0,ধন্যবাদ দারাজকে বাজার থেকে অনেক কম মূল্যে ফ্রান্স এবং আলো দেওয়ার জন্য,Diamond potato 1kg ± 25 gm,"Fruits, Meat & Frozen",Happy,Daraz,Positive,12
3.0,এইদামে মোটামুটি ভাল তবে পাশে আরেকটু বড় করার দরকার ছিলো। পাশে ছোট হওয়ার কারণে আমার বাচ্চা দু'বার পড়েগেছে,Hand Made Dulna Adult Rope bed Hanging Dulna Use For All People Large Swing Rope bed Rattan Dulna,"Tools, DIY & Outdoor",Fear,Daraz,Negative,19
3.0,packaging valo chilo na seller er kache eta asa kori nai but product valo ache.,"Dettol Handwash Re-Energize 200ml Pump, pH-Balanced Liquid Soap formula",Bath & Body,Anger,Daraz,Negative,15
5.0,Very good watch and has excellent performance. Delivery was fast.,COLMI P28 Plus Smart Watch with Calling Feature,Smart Watch,Love,Pickaboo,Positive,10
5.0,Thank you very much. This note book is just like the photo. 😊😊😊,"Aesthetic blank page Notebook (7.5""/5.5"" size)",Stationery & Craft,Happy,Daraz,Positive,12
5.0,Decent TV within this budget. Seller is responsive and cordial.,"Xiaomi TV A2 55"" | 4K UHD Smart TV",Televisions,Happy,Daraz,Positive,10
1.0,"product quality khub kharap. .kaj korena. 
seller msg er response o korena",Laptop DVD to 2nd SSD/HDD Caddy Hard Drive Enclosures Size 9.5mm -Black,Storage,Anger,Daraz,Negative,12
4.0,"A pretty minimalistic bag. Would be suitable for carrying laptop!
But the charging port is unusable!",Laptop Bag With USB Charging Port Color (Ash/ Black),Laptop Bags & Cases,Sadness,Daraz,Negative,16
2.0,"প্যাকেজিং ভালো না, পুরাতন প্রোডাক্ট, শ্যাম্পুর বডিতে দাগ",Parachute Naturale Shampoo Damage Repair 170ml,Hair Care,Anger,Daraz,Negative,8
5.0,ঠিক মতো পেয়েছি ধন্যবাদ সেলার এবং রাইডার ভাইকে।,Diploma Instant Full Cream Milk Powder - 500gm,Dairy & Eggs,Happy,Daraz,Positive,8
3.0,"আগে সেম ব্রান্ডের ঘড়ি বক্সসহ পেয়েছিলাম, এবার জাস্ট প্যাকেটে পেয়েছি। মিডিয়াম কোয়ালিটি, স্পট ছিলো কয়েকটা চেইন্র। আগের গোল্ডেন ঘড়িটা অথেনটিক হলেও রঙ উঠে গিয়েছিল।",9051 Watches Women Fashion Luxury Rhinestone Dial Quartz Clock Waterproof Stainless Steel Band Wristwatch for Ladies,Watches,Anger,Daraz,Negative,24
5.0,প্রডাক্ট ভালো । তবে দাম ৩গুণ । পাইকারি ২০০ টাকা । আর আমি কিনলাম ৫৫০টাকায় । বাঁশটা এইখানে । ৬ মাস ব্যবহারের পর । কোনোই সমস্যা নাই । আলহামদুলিল্লাহ।,Mini USB Rechargeable Powerful Fan Foldable wing with Torch and Flashlight,Fans,Happy,Daraz,Positive,22
2.0,ছবিতে যেমনটা দেখছিলাম তেমন পাইনি। মূল্য অনুযায়ী কাপড় অনেক নিম্ন মানের।,SMUG. Premium T-shirt Fabric soft and comfortable,Clothing,Sadness,Daraz,Negative,11
5.0,Excellent very beautiful like,M19 Headset TWS Earphone Intelligente Touch Control Wireless Bluetooth Compatible Headphones Waterproof LED Display With Mic,Audio,Love,Daraz,Positive,4
1.0,they deliver a damaged fri pan. This is DARAZ and online procedure of Bangladesh,Non Stick Forged Frying Pan 16Cm Marble Stone Coating And Silicone Handle - Electric Chula,Cookware,Anger,Daraz,Negative,14
5.0,"Quality is top notch and sound is perfect. Also, loved the fast pick service of Pickaboo as always.",OnePlus Bullets Wireless Z2,Headphone,Happy,Pickaboo,Positive,18
1.0,"খুবই বাজে অবস্থা, অর্ডার করেছিলাম কালো দিলো অন্য কালার",new disign Standard Size Man Fashion Short Sleeve T Shirt Men Fitness High Quality Tshirt,Clothing,Anger,Daraz,Negative,9
4.0,"same as pictures... and beautiful..... but charge doesn't last long... it last about an hour average .... 
recommended",Convenient Quiet USB Mini Handheld Wind Power Fan With Portable Phone Holder Student Office Small Cooling Fans,Fans,Fear,Daraz,Negative,18
5.0,দামে কম মানে ভাল,Bow Tie For Man - Black Buy 1 Get 1 FREE,Accessories,Happy,Daraz,Positive,4
3.0,according to price product is ok.... but in full volume sound is disturbing,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Sadness,Daraz,Negative,13
5.0,অর্ডার এর ৫ দিনের মধ্যে পন্য পেয়েছি। ডেলিভারি ম্যান এর ব্যাবহার ও ভালো। পন্য ও খারাপ না।,"প্রাপ্তবয়স্ক পুরুষ, মহিলা, বাচ্চাদের অতিরিক্ত লম্বা আউটডোর বসার বিছানা দোলনা হাতে তৈরি রাবার ফিতা দুলনা এলোমেলো রঙের জন্য দোলনা-1 পিস - dolna","Tools, DIY & Outdoor",Happy,Daraz,Positive,17
3.0,"Where is Warrinty Card,Addres,Contract Number কই? Quality এত ভালো না, সাথে ওয়ারেন্টি কার্ড নেই।আশা করি আমার এ কথাটা, ব্যবস্থা সহকারে দেখবেন।",CURREN 9015-Rosegold & Blue Women Watch Luxury Stainless Steel Ladies Watch,Watches,Fear,Daraz,Negative,24
5.0,onk valo mona hossa apnara nita paran ar akhon dakhar biosy kotodin valovaba jai,"Exceptional Quality - DEIL 32 inch Wifi-Smart Android LED TV (2GB RAM, 16GB ROM) 4K Supported - Sleek Usage",Televisions,Happy,Daraz,Positive,14
1.0,"ordered 2, got one. asked for a refund, no update yet",Vaseline Petroleum Jelly 50ml,Skin Care,Happy,Daraz,Positive,11
5.0,The Quality Of The Cards Were Top Notch!,"UNO: Classic Giant UNO, Multicolor",Traditional Games,Happy,Daraz,Positive,8
5.0,Beautiful watch. Thank you so much for the watch.,LouisWill Women Watches Fashion Watches Casuals Quartz Watches Round Dial Watches 30M Waterproof Watches Alloy Thin Strap Business Wristwatch with Watch Adjuster for Women,Watches,Love,Daraz,Positive,9
5.0,"Authentic and a good product. Thanks to seller for a nice product like this.
Recommended. 😊",Curren 9065 Quartz Watch Luxury Brand Stainless Steel Strap for Women - Black,Watches,Happy,Daraz,Positive,15
5.0,Thanks for the quick and safe delivery,"Dettol Soap Pack of 4 Variants (75gm x 4)- Original, Skincare, Cool, Fresh Bathing Bar Soaps",Bath & Body,Love,Daraz,Positive,7
5.0,this watch is so beautiful as like as picture.supper fast delivery. recommended.,LouisWill Women Watches Fashion Watches Casuals Quartz Watches Round Dial Watches 30M Waterproof Watches Alloy Thin Strap Business Wristwatch with Watch Adjuster for Women,Watches,Happy,Daraz,Positive,13
5.0,"Good quality. 
Great packaging. 
Jazak'Allahu Khairan. 💐😊","Baby Bath Tub, Baby Swimming Pool with Pumper (34 X10inch) - Multicolor",Baby Personal Care,Happy,Daraz,Positive,7
5.0,যার জন্য নিয়েছিলাম তার পছন্দ হয়েছে। তবে সাইজটা আরেকটু বড় হলে ভালো হত। তবুও সমস্যা নাই। recommended it.,"Just believe in yourself -Notebook (7.5""/5.5""size, 60 sheet,120 page)",Stationery & Craft,Happy,Daraz,Positive,18
5.0,"সেইরকম সুস্বাদু ও মজার, ধন্যবাদ সেলার কে ও দারাজ কে",Tea Time Cookies 1000gm,Snacks & Beverages,Happy,Daraz,Positive,10
1.0,বাজে জিনিস। কাপড় কলেটি ভালো না।,"King size Bedsheet with Pillow cover Chador set 7.5×8.25 feet Full cotton fabric Purple , Brown",Bedding,Sadness,Daraz,Negative,6
5.0,মোটামুটি চলে অল্প টাকায় ভালো প্রোডাক্ট এই মনে হইলো। এখন কত দিন যায় সেটায় দেখা যাক।,Men's Wallet Money Bag Leather Short Wallet Fashion Vintage Wallet Casual Male Wallet Multi-card Soft Purse Multi-function Purse Two Color,Men Bags,Fear,Daraz,Negative,16
