row_idx,Rating,Review,Product Name,Product Category,Emotion,Data Source,Sentiment,word_count,absa_overall_sentiment,absa_overall_emotion,absa_triplets_json,absa_raw_text,absa_status_code,absa_error,absa_raw_json
709,5,"No issue with this product.
But price could be decreased according to the quality. Overall, good! 
Thanks to the seller :)","39 Pcs Battery Operated Big Size Simulation Bullet Train With Tree, Bridge & other accessories full train set for Children - car toy",Remote Control & Play Vehicles,Happy,Daraz,Positive,20,Positive,Happy,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""No issue with this product"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""price"", ""opinion_term"": ""price could be decreased according to the quality"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Seller_Interaction"", ""aspect_term"": ""seller"", ""opinion_term"": ""Thanks to the seller :)"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""product"",""opinion_term"":""No issue with this product"",""sentiment"":""Positive""},{""aspect_category"":""Value_for_Money"",""aspect_term"":""price"",""opinion_term"":""price could be decreased according to the quality"",""sentiment"":""Negative""},{""aspect_category"":""Seller_Interaction"",""aspect_term"":""seller"",""opinion_term"":""Thanks to the seller :)"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""No issue with this product"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""price"", ""opinion_term"": ""price could be decreased according to the quality"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Seller_Interaction"", ""aspect_term"": ""seller"", ""opinion_term"": ""Thanks to the seller :)"", ""sentiment"": ""Positive""}]}"
710,5,সময় মতো ডেলিভারি পাইছি কিন্তু এটার সাথে একটা চাবি থাকে চাবি টা দেয় নাই আর চার্জার টা বাজারের কেনা চার্জার,10 Miles 532nm Adjustable Focus Green Laser Pointer Beam Light Pen +Star Cap 5mw,Gadgets,Sadness,Daraz,Negative,20,Negative,Anger,"[{""aspect_category"": ""DELIVERY:Timeliness"", ""aspect_term"": ""ডেলিভারি"", ""opinion_term"": ""সময় মতো ডেলিভারি পাইছি"", ""sentiment"": ""Positive""}, {""aspect_category"": ""OTHER_PRODUCTS:FEATURES_FUNCTIONALITY"", ""aspect_term"": ""চাবি"", ""opinion_term"": ""চাবি টা দেয় নাই"", ""sentiment"": ""Negative""}, {""aspect_category"": ""AUTHENTICITY:Fake_Counterfeit"", ""aspect_term"": ""চার্জার"", ""opinion_term"": ""চার্জার টা বাজারের কেনা চার্জার"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""DELIVERY:Timeliness"",""aspect_term"":""ডেলিভারি"",""opinion_term"":""সময় মতো ডেলিভারি পাইছি"",""sentiment"":""Positive""},{""aspect_category"":""OTHER_PRODUCTS:FEATURES_FUNCTIONALITY"",""aspect_term"":""চাবি"",""opinion_term"":""চাবি টা দেয় নাই"",""sentiment"":""Negative""},{""aspect_category"":""AUTHENTICITY:Fake_Counterfeit"",""aspect_term"":""চার্জার"",""opinion_term"":""চার্জার টা বাজারের কেনা চার্জার"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""DELIVERY:Timeliness"", ""aspect_term"": ""ডেলিভারি"", ""opinion_term"": ""সময় মতো ডেলিভারি পাইছি"", ""sentiment"": ""Positive""}, {""aspect_category"": ""OTHER_PRODUCTS:FEATURES_FUNCTIONALITY"", ""aspect_term"": ""চাবি"", ""opinion_term"": ""চাবি টা দেয় নাই"", ""sentiment"": ""Negative""}, {""aspect_category"": ""AUTHENTICITY:Fake_Counterfeit"", ""aspect_term"": ""চার্জার"", ""opinion_term"": ""চার্জার টা বাজারের কেনা চার্জার"", ""sentiment"": ""Negative""}]}"
711,5,"গরমের জন্য বেস্ট একটা প্রোডাক্ট
তবে দামটা একটু বেশি হয়ে গেছে
নেওয়ার পরে ও অন্যান্য ওয়েবসাইটে দেখলাম
প্রাইজ অনেকটাই কম",Joy Super JY-2218 Professional Rechargeable Portable Mini Table Fan Strong Wind Left to Right Oscillating Angle 45 Degrees - AC/DC,Fans,Love,Daraz,Positive,20,Negative,Anger,"[{""aspect_category"": ""Performance_Effectiveness"", ""aspect_term"": ""গরমের জন্য"", ""opinion_term"": ""বেস্ট একটা প্রোডাক্ট"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দামটা"", ""opinion_term"": ""একটু বেশি হয়ে গেছে"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""প্রাইজ"", ""opinion_term"": ""নেওয়ার পরে অন্যান্য ওয়েবসাইটে দেখলাম প্রাইজ অনেকটাই কম"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Performance_Effectiveness"",""aspect_term"":""গরমের জন্য"",""opinion_term"":""বেস্ট একটা প্রোডাক্ট"",""sentiment"":""Positive""},{""aspect_category"":""Value_for_Money"",""aspect_term"":""দামটা"",""opinion_term"":""একটু বেশি হয়ে গেছে"",""sentiment"":""Negative""},{""aspect_category"":""Value_for_Money"",""aspect_term"":""প্রাইজ"",""opinion_term"":""নেওয়ার পরে অন্যান্য ওয়েবসাইটে দেখলাম প্রাইজ অনেকটাই কম"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Performance_Effectiveness"", ""aspect_term"": ""গরমের জন্য"", ""opinion_term"": ""বেস্ট একটা প্রোডাক্ট"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দামটা"", ""opinion_term"": ""একটু বেশি হয়ে গেছে"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""প্রাইজ"", ""opinion_term"": ""নেওয়ার পরে অন্যান্য ওয়েবসাইটে দেখলাম প্রাইজ অনেকটাই কম"", ""sentiment"": ""Negative""}]}"
712,5,দাম অনুযায়ী শাড়ি ভালোই চাইলে নিতে পারেন। তবে রিটার্ন করছি মনের মত হয়নি। অবশ্য লাভ করতে হলে লস করতেই হবে।,Soft silk Saree For Women Without Blouse Pieces,Traditional_Clothing,Sadness,Daraz,Negative,20,Negative,Sadness,"[{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম অনুযায়ী"", ""opinion_term"": ""ভালোই"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Design_Style"", ""aspect_term"": ""শাড়ি"", ""opinion_term"": ""মনের মত হয়নি"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Return_Refund"", ""aspect_term"": ""রিটার্ন"", ""opinion_term"": ""রিটার্ন করছি"", ""sentiment"": ""Neutral""}]","{
  ""overall_sentiment"": ""Negative"",
  ""overall_emotion"": ""Sadness"",
  ""triplets"": [
    {
      ""aspect_category"": ""Value_for_Money"",
      ""aspect_term"": ""দাম অনুযায়ী"",
      ""opinion_term"": ""ভালোই"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""Design_Style"",
      ""aspect_term"": ""শাড়ি"",
      ""opinion_term"": ""মনের মত হয়নি"",
      ""sentiment"": ""Negative""
    },
    {
      ""aspect_category"": ""Return_Refund"",
      ""aspect_term"": ""রিটার্ন"",
      ""opinion_term"": ""রিটার্ন করছি"",
      ""sentiment"": ""Neutral""
    }
  ]
}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম অনুযায়ী"", ""opinion_term"": ""ভালোই"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Design_Style"", ""aspect_term"": ""শাড়ি"", ""opinion_term"": ""মনের মত হয়নি"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Return_Refund"", ""aspect_term"": ""রিটার্ন"", ""opinion_term"": ""রিটার্ন করছি"", ""sentiment"": ""Neutral""}]}"
713,1,"size and looks were good but as U seen in the picture,  Teflon coating is coming off after 1time use.","Non Stick Milk ,Tea Cooking Pot,500ml-Red 8 Size",Cookware,Happy,Daraz,Positive,20,Negative,Anger,"[{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN.Size_Dimensions"", ""aspect_term"": ""size"", ""opinion_term"": ""were good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN.Design_Style"", ""aspect_term"": ""looks"", ""opinion_term"": ""were good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY.Durability_Longevity"", ""aspect_term"": ""Teflon coating"", ""opinion_term"": ""is coming off after 1time use"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Negative"",
  ""overall_emotion"": ""Anger"",
  ""triplets"": [
    {
      ""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN.Size_Dimensions"",
      ""aspect_term"": ""size"",
      ""opinion_term"": ""were good"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN.Design_Style"",
      ""aspect_term"": ""looks"",
      ""opinion_term"": ""were good"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""PRODUCT_QUALITY.Durability_Longevity"",
      ""aspect_term"": ""Teflon coating"",
      ""opinion_term"": ""is coming off after 1time use"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN.Size_Dimensions"", ""aspect_term"": ""size"", ""opinion_term"": ""were good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN.Design_Style"", ""aspect_term"": ""looks"", ""opinion_term"": ""were good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY.Durability_Longevity"", ""aspect_term"": ""Teflon coating"", ""opinion_term"": ""is coming off after 1time use"", ""sentiment"": ""Negative""}]}"
714,3,খারাপ না নিতে পারেন তবে এটা ব্যবহারের পর ওয়েলি ভাব কমে না।যখন ব্যবহার করা হয় শুধু তখনি কাজ করে।,Studio X Oil Clear Facewash for Men 100ml (30gm Men's Brightening Cream FREE),Men's Care,Sadness,Daraz,Negative,20,Neutral,Anger,"[{""aspect_category"": ""BEAUTY_AND_PERSONAL_CARE:TEXTURE_SMELL"", ""aspect_term"": ""ওয়েলি ভাব"", ""opinion_term"": ""ব্যবহারের পর ওয়েলি ভাব কমে না"", ""sentiment"": ""Negative""}, {""aspect_category"": ""BEAUTY_AND_PERSONAL_CARE:EFFICACY"", ""aspect_term"": ""কাজ"", ""opinion_term"": ""যখন ব্যবহার করা হয় শুধু তখনি কাজ করে"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""এটা"", ""opinion_term"": ""খারাপ না, নিতে পারেন"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""BEAUTY_AND_PERSONAL_CARE:TEXTURE_SMELL"",""aspect_term"":""ওয়েলি ভাব"",""opinion_term"":""ব্যবহারের পর ওয়েলি ভাব কমে না"",""sentiment"":""Negative""},{""aspect_category"":""BEAUTY_AND_PERSONAL_CARE:EFFICACY"",""aspect_term"":""কাজ"",""opinion_term"":""যখন ব্যবহার করা হয় শুধু তখনি কাজ করে"",""sentiment"":""Negative""},{""aspect_category"":""Overall_Quality"",""aspect_term"":""এটা"",""opinion_term"":""খারাপ না, নিতে পারেন"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""BEAUTY_AND_PERSONAL_CARE:TEXTURE_SMELL"", ""aspect_term"": ""ওয়েলি ভাব"", ""opinion_term"": ""ব্যবহারের পর ওয়েলি ভাব কমে না"", ""sentiment"": ""Negative""}, {""aspect_category"": ""BEAUTY_AND_PERSONAL_CARE:EFFICACY"", ""aspect_term"": ""কাজ"", ""opinion_term"": ""যখন ব্যবহার করা হয় শুধু তখনি কাজ করে"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""এটা"", ""opinion_term"": ""খারাপ না, নিতে পারেন"", ""sentiment"": ""Positive""}]}"
715,5,Good quality. Everything is great. But the exercise catalogue is a bit dull. I thought it would be more detailed.,"Resistance Bands set, Stackable Exercise Bands with Handles, Door Ankle, Ankle Straps and Carrying Bag, Workout Bands for Muscle Building, Physical Therapy, Yoga and Pilates",Exercise & Fitness,Happy,Daraz,Positive,20,Positive,Happy,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""quality"", ""opinion_term"": ""Good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""everything"", ""opinion_term"": ""great"", ""sentiment"": ""Positive""}, {""aspect_category"": ""OTHER_PRODUCTS:FEATURES_FUNCTIONALITY"", ""aspect_term"": ""exercise catalogue"", ""opinion_term"": ""a bit dull; I thought it would be more detailed"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""quality"",""opinion_term"":""Good"",""sentiment"":""Positive""},{""aspect_category"":""Overall_Quality"",""aspect_term"":""everything"",""opinion_term"":""great"",""sentiment"":""Positive""},{""aspect_category"":""OTHER_PRODUCTS:FEATURES_FUNCTIONALITY"",""aspect_term"":""exercise catalogue"",""opinion_term"":""a bit dull; I thought it would be more detailed"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""quality"", ""opinion_term"": ""Good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""everything"", ""opinion_term"": ""great"", ""sentiment"": ""Positive""}, {""aspect_category"": ""OTHER_PRODUCTS:FEATURES_FUNCTIONALITY"", ""aspect_term"": ""exercise catalogue"", ""opinion_term"": ""a bit dull; I thought it would be more detailed"", ""sentiment"": ""Negative""}]}"
716,5,its a nice television.but daraz didn’t give me any warrenty card & delivery chalan with my tv & its box.,"Xiaomi TV A2 55"" | 4K UHD Smart TV",Televisions,Happy,Daraz,Positive,20,Negative,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""television"", ""opinion_term"": ""its a nice"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Warranty_After_Sales"", ""aspect_term"": ""warrenty card"", ""opinion_term"": ""daraz didn’t give me any warrenty card"", ""sentiment"": ""Negative""}, {""aspect_category"": ""DELIVERY"", ""aspect_term"": ""delivery chalan"", ""opinion_term"": ""daraz didn’t give me delivery chalan with my tv & its box"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""television"",""opinion_term"":""its a nice"",""sentiment"":""Positive""},{""aspect_category"":""Warranty_After_Sales"",""aspect_term"":""warrenty card"",""opinion_term"":""daraz didn’t give me any warrenty card"",""sentiment"":""Negative""},{""aspect_category"":""DELIVERY"",""aspect_term"":""delivery chalan"",""opinion_term"":""daraz didn’t give me delivery chalan with my tv & its box"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""television"", ""opinion_term"": ""its a nice"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Warranty_After_Sales"", ""aspect_term"": ""warrenty card"", ""opinion_term"": ""daraz didn’t give me any warrenty card"", ""sentiment"": ""Negative""}, {""aspect_category"": ""DELIVERY"", ""aspect_term"": ""delivery chalan"", ""opinion_term"": ""daraz didn’t give me delivery chalan with my tv & its box"", ""sentiment"": ""Negative""}]}"
717,5,"অনেক সুন্দর ঘড়িটা,,এরকম ঘড়ি দোকানে পাওয়া যায় না,,আনকমন একটা ঘড়ি,ডাইমন্ড গুলো অনেক সুন্দর যদিও অরিজিনাল ডাইমন্ড  না😁😁",LouisWill Fashion Women Watch Quartz movement Wrist Watch For Women Luminous Waterproof Watch High Strengthen Glass Ladies Elegant Ceramic Strap Watch Clock Luxury Casual Watch Relogio Feminino,Watches,Happy,Daraz,Positive,20,Positive,Happy,"[{""aspect_category"": ""Design_Style"", ""aspect_term"": ""ঘড়িটা"", ""opinion_term"": ""অনেক সুন্দর, আনকমন, দোকানে পাওয়া যায় না"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Design_Style"", ""aspect_term"": ""ডাইমন্ড গুলো"", ""opinion_term"": ""অনেক সুন্দর"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Originality"", ""aspect_term"": ""ডাইমন্ড"", ""opinion_term"": ""অরিজিনাল ডাইমন্ড না"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Design_Style"",""aspect_term"":""ঘড়িটা"",""opinion_term"":""অনেক সুন্দর, আনকমন, দোকানে পাওয়া যায় না"",""sentiment"":""Positive""},{""aspect_category"":""Design_Style"",""aspect_term"":""ডাইমন্ড গুলো"",""opinion_term"":""অনেক সুন্দর"",""sentiment"":""Positive""},{""aspect_category"":""Originality"",""aspect_term"":""ডাইমন্ড"",""opinion_term"":""অরিজিনাল ডাইমন্ড না"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Design_Style"", ""aspect_term"": ""ঘড়িটা"", ""opinion_term"": ""অনেক সুন্দর, আনকমন, দোকানে পাওয়া যায় না"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Design_Style"", ""aspect_term"": ""ডাইমন্ড গুলো"", ""opinion_term"": ""অনেক সুন্দর"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Originality"", ""aspect_term"": ""ডাইমন্ড"", ""opinion_term"": ""অরিজিনাল ডাইমন্ড না"", ""sentiment"": ""Negative""}]}"
718,5,"এই পেনড্রাইভটি এক বছরের ওয়ারেন্টি দেওয়া ছিল, কিন্তু আমাকে কোন ওয়ারেন্টি কার্ড দেওয়া হয়নি, আমার অনেক খারাপ লাগছে, মোটামুটি ভালো",Pendrive 64 gb with 1 year full replacement warranty,Storage,Sadness,Daraz,Negative,20,Negative,Sadness,"[{""aspect_category"": ""SERVICE.Warranty_After_Sales"", ""aspect_term"": ""ওয়ারেন্টি"", ""opinion_term"": ""এক বছরের ওয়ারেন্টি দেওয়া ছিল"", ""sentiment"": ""Positive""}, {""aspect_category"": ""SERVICE.Warranty_After_Sales"", ""aspect_term"": ""ওয়ারেন্টি কার্ড"", ""opinion_term"": ""কোন ওয়ারেন্টি কার্ড দেওয়া হয়নি"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_QUALITY.Overall_Quality"", ""aspect_term"": ""পেনড্রাইভটি"", ""opinion_term"": ""মোটামুটি ভালো"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Sadness"",""triplets"":[{""aspect_category"":""SERVICE.Warranty_After_Sales"",""aspect_term"":""ওয়ারেন্টি"",""opinion_term"":""এক বছরের ওয়ারেন্টি দেওয়া ছিল"",""sentiment"":""Positive""},{""aspect_category"":""SERVICE.Warranty_After_Sales"",""aspect_term"":""ওয়ারেন্টি কার্ড"",""opinion_term"":""কোন ওয়ারেন্টি কার্ড দেওয়া হয়নি"",""sentiment"":""Negative""},{""aspect_category"":""PRODUCT_QUALITY.Overall_Quality"",""aspect_term"":""পেনড্রাইভটি"",""opinion_term"":""মোটামুটি ভালো"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""SERVICE.Warranty_After_Sales"", ""aspect_term"": ""ওয়ারেন্টি"", ""opinion_term"": ""এক বছরের ওয়ারেন্টি দেওয়া ছিল"", ""sentiment"": ""Positive""}, {""aspect_category"": ""SERVICE.Warranty_After_Sales"", ""aspect_term"": ""ওয়ারেন্টি কার্ড"", ""opinion_term"": ""কোন ওয়ারেন্টি কার্ড দেওয়া হয়নি"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_QUALITY.Overall_Quality"", ""aspect_term"": ""পেনড্রাইভটি"", ""opinion_term"": ""মোটামুটি ভালো"", ""sentiment"": ""Positive""}]}"
719,5,Very Good products with nice packaging... but products size may be little bit large.. it shouldn’t be standard  size.,1Pair Brooch Retro Hollow Pattern Shirt Triangle Metal Collar Pins Clothes Accessory,Accessories,Happy,Daraz,Positive,20,Positive,Happy,"[{""aspect_category"": ""PRODUCT_QUALITY.Overall_Quality"", ""aspect_term"": ""products"", ""opinion_term"": ""Very Good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING.Aesthetics"", ""aspect_term"": ""packaging"", ""opinion_term"": ""nice packaging"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN.Size_Dimensions"", ""aspect_term"": ""products size"", ""opinion_term"": ""may be little bit large.. it shouldn’t be standard size"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""PRODUCT_QUALITY.Overall_Quality"",""aspect_term"":""products"",""opinion_term"":""Very Good"",""sentiment"":""Positive""},{""aspect_category"":""PACKAGING.Aesthetics"",""aspect_term"":""packaging"",""opinion_term"":""nice packaging"",""sentiment"":""Positive""},{""aspect_category"":""PRODUCT_APPEARANCE_DESIGN.Size_Dimensions"",""aspect_term"":""products size"",""opinion_term"":""may be little bit large.. it shouldn’t be standard size"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""PRODUCT_QUALITY.Overall_Quality"", ""aspect_term"": ""products"", ""opinion_term"": ""Very Good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING.Aesthetics"", ""aspect_term"": ""packaging"", ""opinion_term"": ""nice packaging"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN.Size_Dimensions"", ""aspect_term"": ""products size"", ""opinion_term"": ""may be little bit large.. it shouldn’t be standard size"", ""sentiment"": ""Negative""}]}"
720,3,মোটামুটি ভালো ।সময় মতো ডেলিভারি পেয়েছে তবে সাউন্ড কোয়ালিটি তেমন একটা ভালো না কানে লাগে। তবে দাম হিসেবে ঠিক আছে।,A.Tech SP 016 2.0 Multimedia Computer Speaker,Computer Accessories,Happy,Daraz,Positive,20,Positive,Happy,"[{""aspect_category"": ""Timeliness"", ""aspect_term"": ""ডেলিভারি"", ""opinion_term"": ""সময় মতো ডেলিভারি পেয়েছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""AUDIO"", ""aspect_term"": ""সাউন্ড কোয়ালিটি"", ""opinion_term"": ""তেমন একটা ভালো না কানে লাগে"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম হিসেবে ঠিক আছে"", ""sentiment"": ""Positive""}]","{
  ""overall_sentiment"": ""Positive"",
  ""overall_emotion"": ""Happy"",
  ""triplets"": [
    {
      ""aspect_category"": ""Timeliness"",
      ""aspect_term"": ""ডেলিভারি"",
      ""opinion_term"": ""সময় মতো ডেলিভারি পেয়েছে"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""AUDIO"",
      ""aspect_term"": ""সাউন্ড কোয়ালিটি"",
      ""opinion_term"": ""তেমন একটা ভালো না কানে লাগে"",
      ""sentiment"": ""Negative""
    },
    {
      ""aspect_category"": ""Value_for_Money"",
      ""aspect_term"": ""দাম"",
      ""opinion_term"": ""দাম হিসেবে ঠিক আছে"",
      ""sentiment"": ""Positive""
    }
  ]
}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Timeliness"", ""aspect_term"": ""ডেলিভারি"", ""opinion_term"": ""সময় মতো ডেলিভারি পেয়েছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""AUDIO"", ""aspect_term"": ""সাউন্ড কোয়ালিটি"", ""opinion_term"": ""তেমন একটা ভালো না কানে লাগে"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম হিসেবে ঠিক আছে"", ""sentiment"": ""Positive""}]}"
721,4,Though the fan is ok.... but i wanted the Pink colour... whatever you all can buy this fan 4/5,Mini USB Lithium Battery Rechargeable Hand Fan,Fans,Happy,Daraz,Positive,20,Positive,Happy,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""fan"", ""opinion_term"": ""ok"", ""sentiment"": ""Neutral""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN:Color_Finish"", ""aspect_term"": ""Pink colour"", ""opinion_term"": ""i wanted the Pink colour"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""fan"", ""opinion_term"": ""you all can buy this fan 4/5"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""fan"",""opinion_term"":""ok"",""sentiment"":""Neutral""},{""aspect_category"":""PRODUCT_APPEARANCE_DESIGN:Color_Finish"",""aspect_term"":""Pink colour"",""opinion_term"":""i wanted the Pink colour"",""sentiment"":""Negative""},{""aspect_category"":""Overall_Quality"",""aspect_term"":""fan"",""opinion_term"":""you all can buy this fan 4/5"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""fan"", ""opinion_term"": ""ok"", ""sentiment"": ""Neutral""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN:Color_Finish"", ""aspect_term"": ""Pink colour"", ""opinion_term"": ""i wanted the Pink colour"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""fan"", ""opinion_term"": ""you all can buy this fan 4/5"", ""sentiment"": ""Positive""}]}"
